,path,file_name,file_size_Mb,last_access,last_modified,created_on
r02c08f30p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f30p01-ch1sk1fk1fl1.tiff,9090.613,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f30p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f30p01-ch2sk1fk1fl1.tiff,8560.987,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f31p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f31p01-ch1sk1fk1fl1.tiff,8350.173,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f31p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f31p01-ch2sk1fk1fl1.tiff,8042.141,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f32p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f32p01-ch1sk1fk1fl1.tiff,8354.228,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f32p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f32p01-ch2sk1fk1fl1.tiff,7805.506,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f33p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f33p01-ch1sk1fk1fl1.tiff,8025.307,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f33p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f33p01-ch2sk1fk1fl1.tiff,7955.335,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f34p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f34p01-ch1sk1fk1fl1.tiff,9596.001,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f34p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f34p01-ch2sk1fk1fl1.tiff,8666.051,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f35p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f35p01-ch1sk1fk1fl1.tiff,9391.843,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f35p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f35p01-ch2sk1fk1fl1.tiff,8726.457,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f36p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f36p01-ch1sk1fk1fl1.tiff,9119.125,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f36p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f36p01-ch2sk1fk1fl1.tiff,9047.839,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f37p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f37p01-ch1sk1fk1fl1.tiff,9650.825,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f37p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f37p01-ch2sk1fk1fl1.tiff,8315.345,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f38p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f38p01-ch1sk1fk1fl1.tiff,8785.918,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f38p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f38p01-ch2sk1fk1fl1.tiff,7965.426,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f39p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f39p01-ch1sk1fk1fl1.tiff,7829.777,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f39p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f39p01-ch2sk1fk1fl1.tiff,7846.773,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f40p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f40p01-ch1sk1fk1fl1.tiff,8112.345,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f40p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f40p01-ch2sk1fk1fl1.tiff,8106.611,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f41p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f41p01-ch1sk1fk1fl1.tiff,8146.025,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f41p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f41p01-ch2sk1fk1fl1.tiff,8101.889,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f42p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f42p01-ch1sk1fk1fl1.tiff,8096.673,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f42p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f42p01-ch2sk1fk1fl1.tiff,8081.513,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f43p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f43p01-ch1sk1fk1fl1.tiff,8125.557,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f43p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f43p01-ch2sk1fk1fl1.tiff,7932.003,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f44p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f44p01-ch1sk1fk1fl1.tiff,9318.475,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f44p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f44p01-ch2sk1fk1fl1.tiff,8327.347,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f45p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f45p01-ch1sk1fk1fl1.tiff,7816.289,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f45p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f45p01-ch2sk1fk1fl1.tiff,7631.341,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f46p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f46p01-ch1sk1fk1fl1.tiff,8512.667,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f46p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f46p01-ch2sk1fk1fl1.tiff,8140.571,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f47p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f47p01-ch1sk1fk1fl1.tiff,7179.837,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f47p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f47p01-ch2sk1fk1fl1.tiff,7681.537,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f48p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f48p01-ch1sk1fk1fl1.tiff,7243.977,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f48p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f48p01-ch2sk1fk1fl1.tiff,7715.727,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f49p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f49p01-ch1sk1fk1fl1.tiff,9020.033,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f49p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f49p01-ch2sk1fk1fl1.tiff,8220.943,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f50p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f50p01-ch1sk1fk1fl1.tiff,9348.533,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f50p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f50p01-ch2sk1fk1fl1.tiff,8457.953,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f51p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f51p01-ch1sk1fk1fl1.tiff,9582.385,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f51p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f51p01-ch2sk1fk1fl1.tiff,8044.535,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f52p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f52p01-ch1sk1fk1fl1.tiff,9803.077,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f52p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f52p01-ch2sk1fk1fl1.tiff,8317.157,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f53p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f53p01-ch1sk1fk1fl1.tiff,9581.719,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f53p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f53p01-ch2sk1fk1fl1.tiff,8773.173,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f54p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f54p01-ch1sk1fk1fl1.tiff,8295.674,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f54p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f54p01-ch2sk1fk1fl1.tiff,8111.552,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f55p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f55p01-ch1sk1fk1fl1.tiff,7271.267,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f55p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f55p01-ch2sk1fk1fl1.tiff,7629.913,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f56p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f56p01-ch1sk1fk1fl1.tiff,9093.906,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f56p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f56p01-ch2sk1fk1fl1.tiff,7881.304,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f57p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f57p01-ch1sk1fk1fl1.tiff,8771.279,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f57p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f57p01-ch2sk1fk1fl1.tiff,8150.977,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f58p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f58p01-ch1sk1fk1fl1.tiff,9244.583,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f58p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f58p01-ch2sk1fk1fl1.tiff,8497.117,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f59p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f59p01-ch1sk1fk1fl1.tiff,9055.42,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f59p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f59p01-ch2sk1fk1fl1.tiff,8373.824,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f60p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f60p01-ch1sk1fk1fl1.tiff,7822.567,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f60p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f60p01-ch2sk1fk1fl1.tiff,8096.873,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f61p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f61p01-ch1sk1fk1fl1.tiff,8403.958,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c08f61p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c08f61p01-ch2sk1fk1fl1.tiff,8438.358,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c09f01p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c09f01p01-ch1sk1fk1fl1.tiff,7284.757,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c09f01p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c09f01p01-ch2sk1fk1fl1.tiff,7761.425,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c09f02p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c09f02p01-ch1sk1fk1fl1.tiff,10487.923,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c09f02p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c09f02p01-ch2sk1fk1fl1.tiff,8689.891,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c09f03p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c09f03p01-ch1sk1fk1fl1.tiff,9076.893,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c09f03p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c09f03p01-ch2sk1fk1fl1.tiff,8319.233,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c09f04p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c09f04p01-ch1sk1fk1fl1.tiff,9632.295,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c09f04p01-ch2sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c09f04p01-ch2sk1fk1fl1.tiff,8806.237,29 Jul 2019,22 Sep 2020,21 Sep 2020
r02c09f05p01-ch1sk1fk1fl1.tiff,E:\mk_lab_data\SHRUTI\Cell proliferation-Ki67\Ki67-N3-20190722\Operetta-greyscale images-Ki67-N3-p8-HER2shC-shY\20190722-Ki67-N3-HER2shC-shY-p8-Day5\Images,r02c09f05p01-ch1sk1fk1fl1.tiff,9544.441,29 Jul 2019,22 Sep 2020,21 Sep 2020
